1/2657	(GI:15235666) is finished	(11.5 mins )
1072/2657	(GI:30681315) is finished	(31.04 mins )
1073/2657	(GI:30695006) is finished	(31.01 mins )
1074/2657	(GI:22331857) is finished	(31.0 mins )
1075/2657	(GI:15235651) is finished	(30.99 mins )
1076/2657	(GI:238480239) is finished	(30.97 mins )
1077/2657	(GI:15234957) is finished	(30.95 mins )
1078/2657	(GI:15233358) is finished	(30.92 mins )
1079/2657	(GI:18411224) is finished	(30.88 mins )
1080/2657	(GI:186511579) is finished	(30.84 mins )
1081/2657	(GI:22328545) is finished	(30.84 mins )
1082/2657	(GI:240255857) is finished	(30.83 mins )
1083/2657	(GI:18411962) is finished	(30.8 mins )
1084/2657	(GI:15233092) is finished	(30.78 mins )
1085/2657	(GI:15233795) is finished	(30.74 mins )
1086/2657	(GI:18413820) is finished	(30.73 mins )
1087/2657	(GI:15229384) is finished	(30.69 mins )
1088/2657	(GI:240255745) is finished	(30.65 mins )
1089/2657	(GI:22328547) is finished	(30.62 mins )
1090/2657	(GI:15236507) is finished	(30.6 mins )
1091/2657	(GI:79456849) is finished	(30.6 mins )
1092/2657	(GI:15234311) is finished	(30.59 mins )
1093/2657	(GI:42566029) is finished	(30.6 mins )
1094/2657	(GI:18411261) is finished	(30.57 mins )
1095/2657	(GI:30694863) is finished	(30.56 mins )
1096/2657	(GI:145332955) is finished	(30.55 mins )
1097/2657	(GI:238480320) is finished	(30.52 mins )
1098/2657	(GI:186511723) is finished	(30.48 mins )
1099/2657	(GI:79315846) is finished	(30.46 mins )
1100/2657	(GI:79450170) is finished	(30.45 mins )
1101/2657	(GI:15231046) is finished	(30.41 mins )
1102/2657	(GI:30682006) is finished	(30.38 mins )
1103/2657	(GI:15236355) is finished	(30.37 mins )
1104/2657	(GI:18412789) is finished	(30.33 mins )
1105/2657	(GI:15236944) is finished	(30.31 mins )
1106/2657	(GI:79579715) is finished	(30.3 mins )
1107/2657	(GI:30695696) is finished	(30.27 mins )
1108/2657	(GI:15235456) is finished	(30.27 mins )
1109/2657	(GI:145333027) is finished	(30.25 mins )
1110/2657	(GI:186511635) is finished	(30.22 mins )
1111/2657	(GI:15235397) is finished	(30.17 mins )
1112/2657	(GI:15236230) is finished	(30.17 mins )
1113/2657	(GI:186511498) is finished	(30.13 mins )
1114/2657	(GI:18411258) is finished	(30.11 mins )
1115/2657	(GI:15233343) is finished	(30.11 mins )
1116/2657	(GI:15234288) is finished	(30.13 mins )
1117/2657	(GI:22328650) is finished	(30.16 mins )
1118/2657	(GI:18413751) is finished	(30.13 mins )
1119/2657	(GI:186511506) is finished	(30.09 mins )
1120/2657	(GI:15235420) is finished	(30.08 mins )
1121/2657	(GI:18412508) is finished	(30.04 mins )
1122/2657	(GI:42572883) is finished	(30.01 mins )
1123/2657	(GI:15231637) is finished	(30.01 mins )
1124/2657	(GI:15233591) is finished	(30.0 mins )
1125/2657	(GI:18412757) is finished	(29.97 mins )
1126/2657	(GI:15234483) is finished	(29.93 mins )
1127/2657	(GI:42572915) is finished	(29.93 mins )
1128/2657	(GI:145333140) is finished	(29.92 mins )
1129/2657	(GI:15231601) is finished	(29.92 mins )
1130/2657	(GI:42572817) is finished	(29.9 mins )
1131/2657	(GI:15236401) is finished	(29.89 mins )
1132/2657	(GI:42566743) is finished	(29.86 mins )
1133/2657	(GI:79324979) is finished	(29.85 mins )
1134/2657	(GI:42566039) is finished	(29.81 mins )
1135/2657	(GI:15236640) is finished	(29.77 mins )
1136/2657	(GI:15230994) is finished	(29.77 mins )
1137/2657	(GI:30695406) is finished	(29.76 mins )
1138/2657	(GI:42566774) is finished	(29.79 mins )
1139/2657	(GI:186511311) is finished	(29.75 mins )
1140/2657	(GI:240255758) is finished	(29.78 mins )
1141/2657	(GI:18413789) is finished	(29.74 mins )
1142/2657	(GI:15231714) is finished	(29.7 mins )
1143/2657	(GI:15236747) is finished	(29.69 mins )
1144/2657	(GI:18411254) is finished	(29.71 mins )
1145/2657	(GI:145339839) is finished	(29.7 mins )
1146/2657	(GI:240255727) is finished	(29.66 mins )
1147/2657	(GI:79470575) is finished	(29.67 mins )
1148/2657	(GI:30695820) is finished	(29.65 mins )
1149/2657	(GI:30683170) is finished	(29.63 mins )
1150/2657	(GI:186511164) is finished	(29.59 mins )
1151/2657	(GI:186511496) is finished	(29.55 mins )
1152/2657	(GI:22331920) is finished	(29.53 mins )
1153/2657	(GI:30695166) is finished	(29.5 mins )
1154/2657	(GI:18412499) is finished	(29.47 mins )
1155/2657	(GI:15235290) is finished	(29.43 mins )
1156/2657	(GI:186511433) is finished	(29.39 mins )
1157/2657	(GI:15236287) is finished	(29.37 mins )
1158/2657	(GI:22328273) is finished	(29.36 mins )
1159/2657	(GI:79587721) is finished	(29.34 mins )
1160/2657	(GI:186511235) is finished	(29.32 mins )
1161/2657	(GI:42572789) is finished	(29.28 mins )
1162/2657	(GI:18411785) is finished	(29.25 mins )
1163/2657	(GI:15233048) is finished	(29.25 mins )
1164/2657	(GI:15237088) is finished	(29.23 mins )
1165/2657	(GI:42572737) is finished	(29.2 mins )
1166/2657	(GI:145340110) is finished	(29.21 mins )
1167/2657	(GI:42572917) is finished	(29.18 mins )
1168/2657	(GI:30695179) is finished	(29.15 mins )
1169/2657	(GI:18411937) is finished	(29.16 mins )
1170/2657	(GI:22328179) is finished	(29.13 mins )
1171/2657	(GI:145339967) is finished	(29.14 mins )
1172/2657	(GI:18411999) is finished	(29.13 mins )
1173/2657	(GI:186511321) is finished	(29.09 mins )
1174/2657	(GI:15233460) is finished	(29.08 mins )
1175/2657	(GI:42572891) is finished	(29.07 mins )
1176/2657	(GI:238480123) is finished	(29.05 mins )
1177/2657	(GI:186511294) is finished	(29.01 mins )
1178/2657	(GI:15234553) is finished	(28.98 mins )
1179/2657	(GI:145361194) is finished	(28.94 mins )
1180/2657	(GI:145340141) is finished	(28.93 mins )
1181/2657	(GI:30678880) is finished	(28.93 mins )
1182/2657	(GI:30682157) is finished	(28.92 mins )
1183/2657	(GI:186511434) is finished	(28.88 mins )
1184/2657	(GI:79315444) is finished	(28.88 mins )
1185/2657	(GI:18412063) is finished	(28.86 mins )
1186/2657	(GI:15236229) is finished	(28.82 mins )
1187/2657	(GI:186511744) is finished	(28.82 mins )
1188/2657	(GI:186511313) is finished	(28.78 mins )
1189/2657	(GI:42566427) is finished	(28.75 mins )
1190/2657	(GI:15231012) is finished	(28.75 mins )
1191/2657	(GI:15228693) is finished	(28.72 mins )
1192/2657	(GI:15234271) is finished	(28.7 mins )
1193/2657	(GI:240255715) is finished	(28.73 mins )
1194/2657	(GI:15235516) is finished	(28.73 mins )
1195/2657	(GI:42566738) is finished	(28.7 mins )
1196/2657	(GI:79315590) is finished	(28.7 mins )
1197/2657	(GI:79451599) is finished	(28.66 mins )
1198/2657	(GI:18410963) is finished	(28.63 mins )
1199/2657	(GI:42566234) is finished	(28.7 mins )
1200/2657	(GI:18412295) is finished	(28.66 mins )
1201/2657	(GI:15236712) is finished	(28.66 mins )
1202/2657	(GI:15234187) is finished	(28.66 mins )
1203/2657	(GI:15232279) is finished	(28.63 mins )
1204/2657	(GI:22328259) is finished	(28.59 mins )
1205/2657	(GI:186511795) is finished	(28.56 mins )
1206/2657	(GI:22328624) is finished	(28.56 mins )
1207/2657	(GI:79324997) is finished	(28.52 mins )
1208/2657	(GI:42572773) is finished	(28.49 mins )
1209/2657	(GI:42566740) is finished	(28.47 mins )
1210/2657	(GI:30678996) is finished	(28.43 mins )
1211/2657	(GI:42566010) is finished	(28.42 mins )
1212/2657	(GI:15235705) is finished	(28.41 mins )
1213/2657	(GI:15228773) is finished	(28.37 mins )
1214/2657	(GI:15232313) is finished	(28.36 mins )
1215/2657	(GI:15236720) is finished	(28.32 mins )
1216/2657	(GI:79474625) is finished	(28.29 mins )
1217/2657	(GI:18414476) is finished	(28.26 mins )
1218/2657	(GI:42572875) is finished	(28.22 mins )
1219/2657	(GI:18412211) is finished	(28.18 mins )
1220/2657	(GI:15236886) is finished	(28.17 mins )
1221/2657	(GI:15237051) is finished	(28.15 mins )
1222/2657	(GI:79456853) is finished	(28.17 mins )
1223/2657	(GI:15236205) is finished	(28.14 mins )
1224/2657	(GI:79325021) is finished	(28.11 mins )
1225/2657	(GI:30681950) is finished	(28.12 mins )
1226/2657	(GI:15236228) is finished	(28.11 mins )
1227/2657	(GI:240255778) is finished	(28.09 mins )
1228/2657	(GI:42566304) is finished	(28.08 mins )
1229/2657	(GI:15230911) is finished	(28.05 mins )
1230/2657	(GI:18412010) is finished	(28.02 mins )
1231/2657	(GI:15234049) is finished	(27.98 mins )
1232/2657	(GI:42566384) is finished	(27.97 mins )
1233/2657	(GI:18411286) is finished	(27.94 mins )
1234/2657	(GI:15233357) is finished	(27.92 mins )
1235/2657	(GI:15233803) is finished	(27.92 mins )
1236/2657	(GI:79586932) is finished	(27.89 mins )
1237/2657	(GI:30681167) is finished	(27.88 mins )
1238/2657	(GI:186511710) is finished	(27.84 mins )
1239/2657	(GI:186511213) is finished	(27.82 mins )
1240/2657	(GI:30680708) is finished	(27.82 mins )
1241/2657	(GI:18412048) is finished	(27.78 mins )
1242/2657	(GI:15235323) is finished	(27.79 mins )
1243/2657	(GI:42572799) is finished	(27.75 mins )
1244/2657	(GI:186511467) is finished	(27.72 mins )
1245/2657	(GI:18411001) is finished	(27.72 mins )
1246/2657	(GI:15236921) is finished	(27.72 mins )
1247/2657	(GI:15236356) is finished	(27.72 mins )
1248/2657	(GI:186511207) is finished	(27.68 mins )
1249/2657	(GI:15235507) is finished	(27.65 mins )
1250/2657	(GI:15232355) is finished	(27.63 mins )
1251/2657	(GI:30683379) is finished	(27.61 mins )
1252/2657	(GI:79456826) is finished	(27.59 mins )
1253/2657	(GI:15230364) is finished	(27.59 mins )
1254/2657	(GI:186511368) is finished	(27.55 mins )
1255/2657	(GI:79315616) is finished	(27.55 mins )
1256/2657	(GI:240255859) is finished	(27.57 mins )
1257/2657	(GI:79458120) is finished	(27.55 mins )
1258/2657	(GI:186511733) is finished	(27.51 mins )
1259/2657	(GI:186511812) is finished	(27.5 mins )
1260/2657	(GI:79325003) is finished	(27.47 mins )
1261/2657	(GI:240255863) is finished	(27.45 mins )
1262/2657	(GI:18411454) is finished	(27.45 mins )
1263/2657	(GI:15236285) is finished	(27.43 mins )
1264/2657	(GI:22328386) is finished	(27.4 mins )
1265/2657	(GI:18412787) is finished	(27.37 mins )
1266/2657	(GI:15236265) is finished	(27.37 mins )
1267/2657	(GI:30680985) is finished	(27.33 mins )
1268/2657	(GI:15236293) is finished	(27.3 mins )
1269/2657	(GI:18411238) is finished	(27.3 mins )
1270/2657	(GI:79325089) is finished	(27.27 mins )
1271/2657	(GI:22328361) is finished	(27.25 mins )
1272/2657	(GI:79324991) is finished	(27.24 mins )
1273/2657	(GI:79324961) is finished	(27.21 mins )
1274/2657	(GI:18414189) is finished	(27.21 mins )
1275/2657	(GI:15233111) is finished	(27.19 mins )
1276/2657	(GI:15233588) is finished	(27.16 mins )
1277/2657	(GI:145339693) is finished	(27.13 mins )
1278/2657	(GI:15236243) is finished	(27.13 mins )
1279/2657	(GI:15235540) is finished	(27.1 mins )
1280/2657	(GI:186511631) is finished	(27.07 mins )
1281/2657	(GI:186511557) is finished	(27.05 mins )
1282/2657	(GI:42566517) is finished	(27.03 mins )
1283/2657	(GI:30678637) is finished	(27.0 mins )
1284/2657	(GI:186511180) is finished	(26.96 mins )
1285/2657	(GI:18411282) is finished	(26.95 mins )
1286/2657	(GI:42572727) is finished	(26.92 mins )
1287/2657	(GI:15228832) is finished	(26.94 mins )
1288/2657	(GI:145333194) is finished	(26.93 mins )
1289/2657	(GI:15231582) is finished	(26.93 mins )
1290/2657	(GI:30678809) is finished	(26.92 mins )
1291/2657	(GI:30679158) is finished	(26.92 mins )
1292/2657	(GI:15235259) is finished	(26.89 mins )
1293/2657	(GI:18414458) is finished	(26.91 mins )
1294/2657	(GI:42566337) is finished	(26.88 mins )
1295/2657	(GI:42572901) is finished	(26.85 mins )
1296/2657	(GI:15232287) is finished	(26.84 mins )
1297/2657	(GI:240255886) is finished	(26.83 mins )
1298/2657	(GI:15236483) is finished	(26.83 mins )
1299/2657	(GI:18410975) is finished	(26.8 mins )
1300/2657	(GI:15233561) is finished	(26.81 mins )
1301/2657	(GI:145361293) is finished	(26.81 mins )
1302/2657	(GI:15229386) is finished	(26.78 mins )
1303/2657	(GI:79325041) is finished	(26.75 mins )
1304/2657	(GI:42570056) is finished	(26.74 mins )
1305/2657	(GI:15234026) is finished	(26.73 mins )
1306/2657	(GI:15237054) is finished	(26.7 mins )
1307/2657	(GI:30695816) is finished	(26.7 mins )
1308/2657	(GI:15234278) is finished	(26.67 mins )
1309/2657	(GI:79474482) is finished	(26.65 mins )
1310/2657	(GI:30695577) is finished	(26.64 mins )
1311/2657	(GI:22328374) is finished	(26.61 mins )
1312/2657	(GI:240255790) is finished	(26.59 mins )
1313/2657	(GI:18413507) is finished	(26.58 mins )
1314/2657	(GI:145333179) is finished	(26.55 mins )
1315/2657	(GI:30695682) is finished	(26.53 mins )
1316/2657	(GI:240255694) is finished	(26.5 mins )
1317/2657	(GI:30681989) is finished	(26.47 mins )
1318/2657	(GI:18413351) is finished	(26.47 mins )
1319/2657	(GI:18411465) is finished	(26.46 mins )
1320/2657	(GI:18414542) is finished	(26.43 mins )
1321/2657	(GI:42572779) is finished	(26.41 mins )
1322/2657	(GI:15235416) is finished	(26.38 mins )
1323/2657	(GI:15236897) is finished	(26.36 mins )
1324/2657	(GI:18413071) is finished	(26.35 mins )
1325/2657	(GI:15232180) is finished	(26.32 mins )
1326/2657	(GI:15234335) is finished	(26.31 mins )
1327/2657	(GI:240255784) is finished	(26.31 mins )
1328/2657	(GI:18414365) is finished	(26.31 mins )
1329/2657	(GI:79325071) is finished	(26.32 mins )
1330/2657	(GI:15236477) is finished	(26.28 mins )
1331/2657	(GI:42572827) is finished	(26.25 mins )
1332/2657	(GI:15234320) is finished	(26.22 mins )
1333/2657	(GI:30683249) is finished	(26.2 mins )
1334/2657	(GI:42566406) is finished	(26.19 mins )
1335/2657	(GI:30683237) is finished	(26.19 mins )
1336/2657	(GI:186511324) is finished	(26.16 mins )
1337/2657	(GI:15232400) is finished	(26.15 mins )
1338/2657	(GI:15231092) is finished	(26.12 mins )
1339/2657	(GI:15236232) is finished	(26.13 mins )
1340/2657	(GI:238480291) is finished	(26.13 mins )
1341/2657	(GI:18412127) is finished	(26.1 mins )
1342/2657	(GI:30681263) is finished	(26.07 mins )
1343/2657	(GI:15229451) is finished	(26.04 mins )
1344/2657	(GI:186511685) is finished	(26.01 mins )
1345/2657	(GI:15235220) is finished	(25.98 mins )
1346/2657	(GI:15236611) is finished	(25.96 mins )
1347/2657	(GI:15236329) is finished	(25.94 mins )
1348/2657	(GI:18412539) is finished	(25.92 mins )
1349/2657	(GI:15233713) is finished	(25.88 mins )
1350/2657	(GI:79325057) is finished	(25.85 mins )
1351/2657	(GI:30679124) is finished	(25.82 mins )
1352/2657	(GI:42566343) is finished	(25.79 mins )
1353/2657	(GI:186511392) is finished	(25.77 mins )
1354/2657	(GI:15235546) is finished	(25.74 mins )
1355/2657	(GI:79325039) is finished	(25.71 mins )
1356/2657	(GI:15232244) is finished	(25.69 mins )
1357/2657	(GI:145339663) is finished	(25.7 mins )
1358/2657	(GI:15235432) is finished	(25.69 mins )
1359/2657	(GI:15234479) is finished	(25.68 mins )
1360/2657	(GI:30682982) is finished	(25.66 mins )
1361/2657	(GI:30694978) is finished	(25.64 mins )
1362/2657	(GI:30694890) is finished	(25.63 mins )
1363/2657	(GI:186511791) is finished	(25.6 mins )
1364/2657	(GI:18414318) is finished	(25.57 mins )
1365/2657	(GI:30681602) is finished	(25.54 mins )
1366/2657	(GI:15233384) is finished	(25.52 mins )
1367/2657	(GI:186511278) is finished	(25.49 mins )
1368/2657	(GI:15234802) is finished	(25.46 mins )
1369/2657	(GI:15232393) is finished	(25.43 mins )
1370/2657	(GI:15236448) is finished	(25.42 mins )
1371/2657	(GI:18414210) is finished	(25.42 mins )
1372/2657	(GI:30682839) is finished	(25.42 mins )
1373/2657	(GI:15235212) is finished	(25.39 mins )
1374/2657	(GI:15236511) is finished	(25.38 mins )
1375/2657	(GI:22328196) is finished	(25.36 mins )
1376/2657	(GI:15235835) is finished	(25.33 mins )
1377/2657	(GI:15234874) is finished	(25.32 mins )
1378/2657	(GI:186511676) is finished	(25.3 mins )
1379/2657	(GI:22331843) is finished	(25.3 mins )
1380/2657	(GI:15229425) is finished	(25.28 mins )
1381/2657	(GI:15237093) is finished	(25.26 mins )
1382/2657	(GI:42572911) is finished	(25.24 mins )
1383/2657	(GI:15228732) is finished	(25.21 mins )
1384/2657	(GI:42572775) is finished	(25.2 mins )
1385/2657	(GI:240255690) is finished	(25.18 mins )
1386/2657	(GI:15229356) is finished	(25.16 mins )
1387/2657	(GI:15237124) is finished	(25.13 mins )
1388/2657	(GI:15231638) is finished	(25.14 mins )
1389/2657	(GI:30678679) is finished	(25.11 mins )
1390/2657	(GI:145332909) is finished	(25.09 mins )
1391/2657	(GI:42566188) is finished	(25.07 mins )
1392/2657	(GI:15232179) is finished	(25.04 mins )
1393/2657	(GI:15234524) is finished	(25.02 mins )
1394/2657	(GI:15230880) is finished	(24.99 mins )
1395/2657	(GI:22331875) is finished	(24.97 mins )
1396/2657	(GI:18411737) is finished	(24.96 mins )
1397/2657	(GI:30678785) is finished	(24.93 mins )
1398/2657	(GI:79315658) is finished	(24.92 mins )
1399/2657	(GI:186511668) is finished	(24.88 mins )
1400/2657	(GI:15231660) is finished	(24.85 mins )
1401/2657	(GI:145333009) is finished	(24.85 mins )
1402/2657	(GI:15233076) is finished	(24.85 mins )
1403/2657	(GI:30679417) is finished	(24.84 mins )
1404/2657	(GI:22328422) is finished	(24.81 mins )
1405/2657	(GI:186511251) is finished	(24.78 mins )
1406/2657	(GI:79579540) is finished	(24.76 mins )
1407/2657	(GI:30695836) is finished	(24.75 mins )
1408/2657	(GI:240255774) is finished	(24.73 mins )
1409/2657	(GI:15236325) is finished	(24.73 mins )
1410/2657	(GI:30694718) is finished	(24.7 mins )
1411/2657	(GI:15231625) is finished	(24.69 mins )
1412/2657	(GI:15230996) is finished	(24.69 mins )
1413/2657	(GI:186511520) is finished	(24.66 mins )
1414/2657	(GI:240255851) is finished	(24.62 mins )
1415/2657	(GI:18414338) is finished	(24.59 mins )
1416/2657	(GI:240255821) is finished	(24.58 mins )
1417/2657	(GI:15235625) is finished	(24.54 mins )
1418/2657	(GI:42572835) is finished	(24.54 mins )
1419/2657	(GI:15235490) is finished	(24.51 mins )
1420/2657	(GI:186511661) is finished	(24.48 mins )
1421/2657	(GI:15236259) is finished	(24.44 mins )
1422/2657	(GI:15237039) is finished	(24.43 mins )
1423/2657	(GI:30679031) is finished	(24.43 mins )
1424/2657	(GI:15235386) is finished	(24.41 mins )
1425/2657	(GI:79580566) is finished	(24.38 mins )
1426/2657	(GI:238480259) is finished	(24.34 mins )
1427/2657	(GI:30695141) is finished	(24.33 mins )
1428/2657	(GI:186511283) is finished	(24.3 mins )
1429/2657	(GI:240255669) is finished	(24.28 mins )
1430/2657	(GI:186511227) is finished	(24.25 mins )
1431/2657	(GI:15236906) is finished	(24.25 mins )
1432/2657	(GI:15229373) is finished	(24.22 mins )
1433/2657	(GI:15233985) is finished	(24.19 mins )
1434/2657	(GI:22328251) is finished	(24.16 mins )
1435/2657	(GI:15235315) is finished	(24.16 mins )
1436/2657	(GI:240255817) is finished	(24.15 mins )
1437/2657	(GI:145339954) is finished	(24.14 mins )
1438/2657	(GI:15236349) is finished	(24.14 mins )
1439/2657	(GI:15234985) is finished	(24.12 mins )
1440/2657	(GI:15234097) is finished	(24.1 mins )
1441/2657	(GI:15233028) is finished	(24.08 mins )
1442/2657	(GI:186511594) is finished	(24.05 mins )
1443/2657	(GI:18411448) is finished	(24.02 mins )
1444/2657	(GI:22331849) is finished	(24.0 mins )
1445/2657	(GI:186511587) is finished	(23.97 mins )
1446/2657	(GI:22328488) is finished	(23.94 mins )
1447/2657	(GI:18413398) is finished	(23.91 mins )
1448/2657	(GI:145332997) is finished	(23.9 mins )
1449/2657	(GI:18412812) is finished	(23.89 mins )
1450/2657	(GI:42572897) is finished	(23.87 mins )
1451/2657	(GI:15235823) is finished	(23.85 mins )
1452/2657	(GI:42566730) is finished	(23.82 mins )
1453/2657	(GI:186511589) is finished	(23.79 mins )
1454/2657	(GI:42566792) is finished	(23.77 mins )
1455/2657	(GI:186511592) is finished	(23.73 mins )
1456/2657	(GI:18412722) is finished	(23.71 mins )
1457/2657	(GI:15228802) is finished	(23.7 mins )
1458/2657	(GI:15236608) is finished	(23.69 mins )
1459/2657	(GI:42566053) is finished	(23.68 mins )
1460/2657	(GI:186511303) is finished	(23.65 mins )
1461/2657	(GI:15231020) is finished	(23.62 mins )
1462/2657	(GI:15234637) is finished	(23.59 mins )
1463/2657	(GI:15228621) is finished	(23.58 mins )
1464/2657	(GI:42572879) is finished	(23.56 mins )
1465/2657	(GI:240255795) is finished	(23.55 mins )
1466/2657	(GI:30681827) is finished	(23.53 mins )
1467/2657	(GI:18414124) is finished	(23.49 mins )
1468/2657	(GI:15229412) is finished	(23.48 mins )
1469/2657	(GI:15233558) is finished	(23.48 mins )
1470/2657	(GI:42566031) is finished	(23.47 mins )
1471/2657	(GI:145332961) is finished	(23.44 mins )
1472/2657	(GI:186511402) is finished	(23.41 mins )
1473/2657	(GI:15232360) is finished	(23.38 mins )
1474/2657	(GI:15234603) is finished	(23.36 mins )
1475/2657	(GI:186511784) is finished	(23.33 mins )
1476/2657	(GI:186511366) is finished	(23.3 mins )
1477/2657	(GI:15232212) is finished	(23.29 mins )
1478/2657	(GI:42572843) is finished	(23.28 mins )
1479/2657	(GI:30678927) is finished	(23.27 mins )
1480/2657	(GI:22328365) is finished	(23.23 mins )
1481/2657	(GI:15234259) is finished	(23.21 mins )
1482/2657	(GI:15234794) is finished	(23.19 mins )
1483/2657	(GI:15229334) is finished	(23.18 mins )
1484/2657	(GI:15236714) is finished	(23.16 mins )
1485/2657	(GI:15235661) is finished	(23.15 mins )
1486/2657	(GI:30695337) is finished	(23.14 mins )
1487/2657	(GI:79325063) is finished	(23.11 mins )
1488/2657	(GI:15236988) is finished	(23.1 mins )
1489/2657	(GI:79316205) is finished	(23.09 mins )
1490/2657	(GI:18412986) is finished	(23.06 mins )
1491/2657	(GI:15234757) is finished	(23.03 mins )
1492/2657	(GI:30695263) is finished	(23.02 mins )
1493/2657	(GI:15231734) is finished	(23.02 mins )
1494/2657	(GI:15231712) is finished	(23.0 mins )
1495/2657	(GI:79466101) is finished	(22.99 mins )
1496/2657	(GI:145333015) is finished	(22.96 mins )
1497/2657	(GI:18411555) is finished	(22.93 mins )
1498/2657	(GI:145332947) is finished	(22.91 mins )
1499/2657	(GI:15235124) is finished	(22.9 mins )
1500/2657	(GI:30678604) is finished	(22.89 mins )
1501/2657	(GI:186511249) is finished	(22.86 mins )
1502/2657	(GI:15234481) is finished	(22.84 mins )
1503/2657	(GI:30679943) is finished	(22.81 mins )
1504/2657	(GI:186511427) is finished	(22.8 mins )
1505/2657	(GI:238480287) is finished	(22.77 mins )
1506/2657	(GI:30695009) is finished	(22.74 mins )
1507/2657	(GI:15233992) is finished	(22.74 mins )
1508/2657	(GI:15236953) is finished	(22.71 mins )
1509/2657	(GI:18414200) is finished	(22.7 mins )
1510/2657	(GI:30682841) is finished	(22.7 mins )
1511/2657	(GI:30683038) is finished	(22.68 mins )
1512/2657	(GI:15234302) is finished	(22.67 mins )
1513/2657	(GI:186511758) is finished	(22.64 mins )
1514/2657	(GI:15231747) is finished	(22.64 mins )
1515/2657	(GI:15232340) is finished	(22.62 mins )
1516/2657	(GI:15233786) is finished	(22.62 mins )
1517/2657	(GI:42566284) is finished	(22.59 mins )
1518/2657	(GI:79325037) is finished	(22.57 mins )
1519/2657	(GI:22328183) is finished	(22.57 mins )
1520/2657	(GI:15231124) is finished	(22.55 mins )
1521/2657	(GI:186511264) is finished	(22.52 mins )
1522/2657	(GI:240255840) is finished	(22.49 mins )
1523/2657	(GI:145339852) is finished	(22.46 mins )
1524/2657	(GI:15234983) is finished	(22.45 mins )
1525/2657	(GI:22328430) is finished	(22.42 mins )
1526/2657	(GI:15233197) is finished	(22.39 mins )
1527/2657	(GI:145332973) is finished	(22.36 mins )
1528/2657	(GI:15233137) is finished	(22.39 mins )
1529/2657	(GI:238480596) is finished	(22.39 mins )
1530/2657	(GI:145340168) is finished	(22.36 mins )
1531/2657	(GI:238480245) is finished	(22.34 mins )
1532/2657	(GI:18411620) is finished	(22.3 mins )
1533/2657	(GI:30694970) is finished	(22.29 mins )
1534/2657	(GI:15234590) is finished	(22.27 mins )
1535/2657	(GI:30679132) is finished	(22.24 mins )
1536/2657	(GI:15234258) is finished	(22.23 mins )
1537/2657	(GI:145340080) is finished	(22.22 mins )
1538/2657	(GI:18414140) is finished	(22.21 mins )
1539/2657	(GI:18411543) is finished	(22.19 mins )
1540/2657	(GI:22328677) is finished	(22.17 mins )
1541/2657	(GI:15235463) is finished	(22.15 mins )
1542/2657	(GI:30682881) is finished	(22.12 mins )
1543/2657	(GI:30680689) is finished	(22.09 mins )
1544/2657	(GI:42566404) is finished	(22.07 mins )
1545/2657	(GI:15234286) is finished	(22.07 mins )
1546/2657	(GI:15231135) is finished	(22.06 mins )
1547/2657	(GI:145333031) is finished	(22.04 mins )
1548/2657	(GI:15232311) is finished	(22.02 mins )
1549/2657	(GI:42566515) is finished	(22.0 mins )
1550/2657	(GI:145332991) is finished	(21.99 mins )
1551/2657	(GI:186511699) is finished	(21.95 mins )
1552/2657	(GI:15233359) is finished	(21.94 mins )
1553/2657	(GI:15233990) is finished	(21.91 mins )
1554/2657	(GI:186511216) is finished	(21.88 mins )
1555/2657	(GI:15230370) is finished	(21.87 mins )
1556/2657	(GI:30678731) is finished	(21.84 mins )
1557/2657	(GI:15234189) is finished	(21.82 mins )
1558/2657	(GI:186511261) is finished	(21.79 mins )
1559/2657	(GI:145333113) is finished	(21.76 mins )
1560/2657	(GI:15236300) is finished	(21.74 mins )
1561/2657	(GI:15232283) is finished	(21.72 mins )
1562/2657	(GI:15235021) is finished	(21.69 mins )
1563/2657	(GI:79474381) is finished	(21.69 mins )
1564/2657	(GI:145332933) is finished	(21.66 mins )
1565/2657	(GI:15235301) is finished	(21.65 mins )
1566/2657	(GI:15234304) is finished	(21.62 mins )
1567/2657	(GI:15235402) is finished	(21.59 mins )
1568/2657	(GI:145333003) is finished	(21.59 mins )
1569/2657	(GI:186511548) is finished	(21.55 mins )
1570/2657	(GI:42572909) is finished	(21.53 mins )
1571/2657	(GI:18413088) is finished	(21.5 mins )
1572/2657	(GI:186511306) is finished	(21.47 mins )
1573/2657	(GI:15236604) is finished	(21.44 mins )
1574/2657	(GI:42566749) is finished	(21.43 mins )
1575/2657	(GI:15236599) is finished	(21.4 mins )
1576/2657	(GI:15233352) is finished	(21.38 mins )
1577/2657	(GI:15234910) is finished	(21.35 mins )
1578/2657	(GI:15236344) is finished	(21.33 mins )
1579/2657	(GI:145332899) is finished	(21.31 mins )
1580/2657	(GI:30681389) is finished	(21.28 mins )
1581/2657	(GI:15234360) is finished	(21.25 mins )
1582/2657	(GI:186511489) is finished	(21.22 mins )
1583/2657	(GI:42566329) is finished	(21.2 mins )
1584/2657	(GI:79315431) is finished	(21.19 mins )
1585/2657	(GI:186511670) is finished	(21.16 mins )
1586/2657	(GI:42566192) is finished	(21.14 mins )
1587/2657	(GI:15234730) is finished	(21.12 mins )
1588/2657	(GI:186511358) is finished	(21.09 mins )
